Timestamp;Trend Flags;Status;Value (kW-hr)
01-Aug-19 9:45:37 AM BRT;{ };{ok};4626,81 kW-hr
01-Aug-19 10:00:39 AM BRT;{ };{ok};4626,83 kW-hr
01-Aug-19 10:15:39 AM BRT;{ };{ok};4626,85 kW-hr
01-Aug-19 10:30:39 AM BRT;{ };{ok};4626,87 kW-hr
01-Aug-19 10:45:38 AM BRT;{ };{ok};4626,90 kW-hr
01-Aug-19 11:00:36 AM BRT;{ };{ok};4626,92 kW-hr
01-Aug-19 11:15:38 AM BRT;{ };{ok};4626,94 kW-hr
01-Aug-19 11:30:37 AM BRT;{ };{ok};4626,96 kW-hr
01-Aug-19 11:45:37 AM BRT;{ };{ok};4626,98 kW-hr
01-Aug-19 12:00:37 PM BRT;{ };{ok};4627,00 kW-hr
01-Aug-19 12:15:41 PM BRT;{ };{ok};4627,02 kW-hr
01-Aug-19 12:30:03 PM BRT;{start};{ok};4627,04 kW-hr
01-Aug-19 12:45:39 PM BRT;{ };{ok};4627,06 kW-hr
01-Aug-19 1:00:41 PM BRT;{ };{ok};4627,08 kW-hr
01-Aug-19 1:15:40 PM BRT;{ };{ok};4627,10 kW-hr
01-Aug-19 1:30:39 PM BRT;{ };{ok};4627,12 kW-hr
01-Aug-19 1:45:39 PM BRT;{ };{ok};4627,15 kW-hr
01-Aug-19 2:00:39 PM BRT;{ };{ok};4627,17 kW-hr
01-Aug-19 2:15:38 PM BRT;{ };{ok};4627,19 kW-hr
01-Aug-19 2:30:40 PM BRT;{ };{ok};4627,21 kW-hr
01-Aug-19 2:45:40 PM BRT;{ };{ok};4627,23 kW-hr
01-Aug-19 3:00:39 PM BRT;{ };{ok};4627,25 kW-hr
01-Aug-19 3:15:39 PM BRT;{ };{ok};4627,27 kW-hr
01-Aug-19 3:30:39 PM BRT;{ };{ok};4627,29 kW-hr
01-Aug-19 3:45:40 PM BRT;{ };{ok};4627,31 kW-hr
01-Aug-19 4:00:39 PM BRT;{ };{ok};4627,33 kW-hr
01-Aug-19 4:15:41 PM BRT;{ };{ok};4627,35 kW-hr
01-Aug-19 4:30:40 PM BRT;{ };{ok};4627,38 kW-hr
01-Aug-19 4:45:39 PM BRT;{ };{ok};4627,40 kW-hr
01-Aug-19 5:00:39 PM BRT;{ };{ok};4627,42 kW-hr
01-Aug-19 5:15:39 PM BRT;{ };{ok};4627,44 kW-hr
01-Aug-19 5:30:39 PM BRT;{ };{ok};4627,46 kW-hr
01-Aug-19 5:45:39 PM BRT;{ };{ok};4627,48 kW-hr
01-Aug-19 6:00:40 PM BRT;{ };{ok};4627,50 kW-hr
01-Aug-19 6:15:44 PM BRT;{ };{ok};4627,52 kW-hr
01-Aug-19 6:30:38 PM BRT;{ };{ok};4627,54 kW-hr
01-Aug-19 6:45:39 PM BRT;{ };{ok};4627,56 kW-hr
01-Aug-19 7:00:39 PM BRT;{ };{ok};4627,58 kW-hr
01-Aug-19 7:15:39 PM BRT;{ };{ok};4627,60 kW-hr
01-Aug-19 7:30:40 PM BRT;{ };{ok};4627,63 kW-hr
01-Aug-19 7:45:40 PM BRT;{ };{ok};4627,65 kW-hr
01-Aug-19 8:00:40 PM BRT;{ };{ok};4627,67 kW-hr
01-Aug-19 8:15:39 PM BRT;{ };{ok};4627,69 kW-hr
01-Aug-19 8:30:39 PM BRT;{ };{ok};4627,71 kW-hr
01-Aug-19 8:45:39 PM BRT;{ };{ok};4627,73 kW-hr
01-Aug-19 9:00:39 PM BRT;{ };{ok};4627,75 kW-hr
01-Aug-19 9:15:40 PM BRT;{ };{ok};4627,77 kW-hr
01-Aug-19 9:30:40 PM BRT;{ };{ok};4627,79 kW-hr
01-Aug-19 9:45:39 PM BRT;{ };{ok};4627,82 kW-hr
01-Aug-19 10:00:39 PM BRT;{ };{ok};4627,84 kW-hr
01-Aug-19 10:15:38 PM BRT;{ };{ok};4627,86 kW-hr
01-Aug-19 10:30:38 PM BRT;{ };{ok};4627,88 kW-hr
01-Aug-19 10:45:39 PM BRT;{ };{ok};4627,90 kW-hr
01-Aug-19 11:00:39 PM BRT;{ };{ok};4627,92 kW-hr
01-Aug-19 11:15:39 PM BRT;{ };{ok};4627,94 kW-hr
01-Aug-19 11:30:39 PM BRT;{ };{ok};4627,96 kW-hr
01-Aug-19 11:45:39 PM BRT;{ };{ok};4627,99 kW-hr
02-Aug-19 12:00:38 AM BRT;{ };{ok};4628,01 kW-hr
02-Aug-19 12:15:38 AM BRT;{ };{ok};4628,03 kW-hr
02-Aug-19 12:30:40 AM BRT;{ };{ok};4628,05 kW-hr
02-Aug-19 12:45:40 AM BRT;{ };{ok};4628,07 kW-hr
02-Aug-19 1:00:40 AM BRT;{ };{ok};4628,09 kW-hr
02-Aug-19 1:15:39 AM BRT;{ };{ok};4628,12 kW-hr
02-Aug-19 1:30:39 AM BRT;{ };{ok};4628,14 kW-hr
02-Aug-19 1:45:39 AM BRT;{ };{ok};4628,16 kW-hr
02-Aug-19 2:00:37 AM BRT;{ };{ok};4628,18 kW-hr
02-Aug-19 2:15:38 AM BRT;{ };{ok};4628,20 kW-hr
02-Aug-19 2:30:38 AM BRT;{ };{ok};4628,22 kW-hr
02-Aug-19 2:45:38 AM BRT;{ };{ok};4628,24 kW-hr
02-Aug-19 3:00:39 AM BRT;{ };{ok};4628,27 kW-hr
